,ANZ.AX,CBA.AX,MQG.AX,NAB.AX,RIO.AX,WOW.AX,BHP.AX,CSL.AX,TLS.AX,WBC.AX
2021-01-01,25.268357076505616,96.03982065910388,149.29320855062986,27.720648560532066,113.25067320547873,35.28063700263361,44.66501688858387,280.7387584085101,4.030282800498852,22.447852928447904
2021-01-04,25.21869752750828,98.16573325324782,152.24942295490192,27.183669280353392,113.51679295624824,34.288266227372276,41.75119159456763,273.5361170903359,4.218258319529138,21.39499758027291
2021-01-05,25.565549712218196,100.54040221467496,152.6850076135864,26.13838886130663,114.38772110919015,33.172930341757166,39.280912736044684,277.2069589397883,4.210618650655537,21.170239391184435
2021-01-06,26.36474406213181,103.40076875458192,147.24349907485234,26.34208535042955,118.16589496271013,31.9127634919702,39.35243886258535,275.32983251838704,4.186732594267452,20.419970621688137
2021-01-07,26.26236798146421,104.82596083620733,146.22306821284903,25.538755655513736,119.05570656824456,32.46649129331558,40.108522216018685,266.50152869614067,4.276803933455541,20.04804507758845
2021-01-08,26.16039805742019,104.56063315781464,143.59048123238423,25.60788610429219,122.37980459546532,33.45720369655066,40.59237842199481,279.14716943026286,4.2949951521944545,18.80566184354387
2021-01-11,27.007583093287174,104.95250098955837,144.85111415607517,25.49344537493936,121.38553403073456,35.03083160633423,40.82891439913903,288.45005692384035,4.239626940026037,18.769182779534663
2021-01-12,27.443720304087236,107.57063659859541,149.82113856183656,25.86011391618768,126.2603178603523,35.797223294694746,42.285191459142446,282.5783657189008,4.319473995778266,18.355531831209632
2021-01-13,27.207992805579867,105.90106115825144,142.91748361263262,25.724583386827035,127.57640134628033,36.86652087872313,41.6345180699535,287.73275571520696,4.22412365346226,18.392208113634275
2021-01-14,27.52499859507397,106.76878171899976,143.44279854406213,25.57566491250667,128.421155926542,36.361434489481674,42.78560077588619,293.38084751234743,4.136972628878289,17.80913051206001
2021-01-15,27.291907167078122,106.01666992694074,142.9833053745283,25.970487042279828,123.6308114579916,35.33930018799496,40.72502713657558,300.21750584239453,4.063645468294024,17.852909576752406
2021-01-18,27.05952762882407,106.16505250777078,145.49745259785982,26.16529583596847,124.79401366075624,36.11860184594321,39.651986406677196,282.66251617654996,4.259138800501129,17.71904264850971
2021-01-19,27.212122946378617,108.96738561004464,146.38933971771402,26.35167435563707,121.77915907151676,36.52464784714119,37.53412457095836,292.85481636855997,3.7821594369636204,18.265481255553166
2021-01-20,26.192604299765613,109.47421415210857,143.75444384045778,26.620075429367358,119.54469638817852,36.65197676381784,37.254669538022654,287.258287549843,3.8373313120235903,18.79567588661983
2021-01-21,25.30995657847296,109.66690974835694,142.72281186860855,25.823830574770714,116.71611718740793,37.03624660790705,37.23276988280254,283.89951514034215,3.844762113907948,19.105934455592394
2021-01-22,25.04557508474162,106.775715499891,139.99671390302564,26.235353292288295,113.07608604333211,37.36511503590382,37.39000553680942,310.3474716652801,3.6213889952728593,18.996413973444742
2021-01-25,24.55827278735944,108.4586103682784,143.87464786264806,26.5777082787511,120.37437193186551,38.59425624426907,37.48933210845146,313.8859056198349,3.6632825456930647,19.765913262286013
2021-01-26,24.732266839920822,109.94968696524164,144.0664027296394,26.058548293309418,125.2784445318674,39.874606786590995,36.47612292812518,309.90486418894085,3.7269311389646678,19.1677827809948
2021-01-27,24.302902778735497,114.7990777109524,151.02909842681143,25.952187475730206,132.5960868954383,40.44902078589105,36.297126373664675,286.24522269995015,3.8065245686935154,18.645054868582253
2021-01-28,23.635883510006487,114.18916535653405,150.92088300504642,25.952547023757297,127.837630936645,41.33667745184637,34.695573745717425,300.40990762501355,3.4559453011266092,18.62872810258729
2021-01-29,24.347630288190775,114.7861406462098,148.36878534172854,25.903498378941702,128.21316835891315,41.90098774179924,36.14227054788399,286.5197361669595,3.623674558303248,19.48342834634859
2021-02-01,24.257166034579697,115.4559022446456,142.87278122534548,26.09718399970089,123.34039756588535,41.451421849770895,35.841972294160165,276.6997963658199,3.5326645974618525,19.42016997715203
2021-02-02,24.309332624870002,119.19650073196448,136.54658993821434,26.865154592430812,120.86485140179698,42.2686000246622,35.34496658998259,273.72585676450365,3.6200301203057874,19.364533037721177
2021-02-03,23.636086539663033,119.07084077064712,131.24811818476599,27.467883323542324,117.63246484035969,40.82883104713253,37.05807384792454,287.5287836709749,3.716445925496772,18.821586249584165
2021-02-04,23.39765386514327,119.83698579474921,132.22961343587022,26.768979956199423,122.10103047386426,41.93722311523746,35.70666239367501,295.5558202180788,3.604980398388213,19.192721424087825
2021-02-05,23.46827855543252,121.39655750630888,134.01710995579012,27.1234387222015,120.74730973822678,40.71839851769871,34.52949895132763,294.17612631994547,3.690791497821015,19.57395652757507
2021-02-08,22.94681642046766,121.95384168789637,128.8266584393719,27.866042302345473,124.71402549572151,41.04190953974727,33.4215643937495,297.60288081659365,3.6435147449982286,19.898522166580918
2021-02-09,23.137595342734265,120.96991832076,131.81233964556426,28.10391158819601,127.07406715691731,40.20757475965693,33.38025061264564,291.60534201226875,3.3818381612845387,19.6640297541877
2021-02-10,22.878158719917824,121.54388685753857,130.3259543319297,28.739611065744146,135.95770877535006,40.79600154216805,33.83919397222518,293.28230615398803,3.522336090886958,19.401826919575598
2021-02-11,22.762992928786186,124.25891032322744,130.9084885798021,29.919240153967372,130.0322195372002,40.79403800416995,34.61716597666704,294.28883771561595,3.4291449251895934,18.91556969934707
2021-02-12,22.507270455941583,121.81562100597755,136.28954951321836,30.555747781248222,135.04847210536488,39.200259855456,37.31591537335638,304.5225443142011,3.3288684759194256,18.9624320781649
2021-02-15,23.359070793473997,122.24551520343074,139.45432681145536,30.732548590835734,139.80126352025206,39.643908434765834,34.827579172683954,315.09584027246075,3.2841053645418468,18.567859011863526
2021-02-16,23.371452397545397,120.64036970978952,138.62969625460573,31.399499275939043,135.83071678786663,39.10284760253103,35.491464843785934,320.81833316321547,3.3175511574289835,18.14547122571882
2021-02-17,22.895744746934305,123.62924571273132,135.65195732376472,31.51560698356816,140.04337065112006,39.99551352909893,34.926656611765594,317.03010797188574,3.3130621357387264,18.006226248453256
2021-02-18,23.290716909739935,119.97138597695245,128.46302961488016,31.55588584751261,141.5676515571286,40.02883547996502,34.34015232093974,325.5392546563926,3.37875747169807,17.84447409422812
2021-02-19,22.740663006417154,118.73570646404065,126.2561846848851,31.359346806043153,140.71480728117623,40.45656458758457,33.72913236414116,324.777413163271,3.2225244509969886,17.666750795087214
2021-02-22,22.85384946938853,119.73607098390212,125.69077717198317,32.36498671790432,137.34918142915956,39.52043108236367,32.8365552945765,312.7651619738892,3.140847360947194,17.84569540476512
2021-02-23,21.976412428547913,123.59080934994752,122.68934574432318,31.861110049223345,134.49598793886736,38.96978083131105,34.52224432510847,308.62667629214195,3.13008504582904,17.888185221080732
2021-02-24,21.410218270642044,123.53771325972987,122.38490143549517,32.863057671499675,142.8743298165715,38.55413047773533,35.42220194409535,309.8129871428842,3.339972535712242,17.79940400033051
2021-02-25,21.511643285838282,122.27560873243905,122.71794710966958,33.21788938816475,142.99155599945286,39.41070926221429,35.475189284753135,319.9578731628957,3.3287531854706045,17.878793944496767
2021-02-26,21.846565193414435,126.98481280112206,122.1262748552869,32.314823744980345,146.46108882163753,41.09490334788911,36.94139562256572,318.1873547926771,3.4572517100190026,17.538550826486237
2021-03-01,21.93891861211117,123.42058489413286,120.23941602911383,32.57828604603601,143.10317815507315,40.30056788765931,35.2947008121329,305.00490993763646,3.4640443322574157,17.58951035707507
2021-03-02,21.90572578190194,118.10341170177007,120.84258104363366,31.23604338946219,139.8696776446598,41.41774813593136,33.91393138839776,305.8834280659783,3.407520684322983,17.656562447514574
2021-03-03,21.791332462777536,119.24865082590145,122.27438632752025,31.651800135257574,144.52167938136176,39.204303513850576,31.725159086434626,307.3723433698578,3.38016153535534,17.139914882796866
2021-03-04,21.164386243835274,118.15845484648678,119.03900888542181,32.23750497482588,138.78600610846996,38.06523286332552,31.08486808712047,309.6478802785819,3.3622707185238503,17.494948938687912
2021-03-05,20.87661653559327,115.85158438394363,123.33313989476378,31.881373417461727,137.1682590974921,37.18328191963895,31.260527302765137,319.896180566337,3.4353157074732343,17.200532144523166
2021-03-08,20.700986249166657,117.59752565541201,123.12782680890513,31.985655920788233,137.41801812692128,35.95576074771877,31.38199812612067,331.5934032784052,3.602629966636732,17.245360102323097
2021-03-09,21.155216491538916,118.2774313026087,123.28435189808641,33.26134459134461,137.9870906079778,34.56104722466526,31.54770315181254,324.9974260353115,3.650102246663642,17.660770385863028
2021-03-10,21.31752705085761,117.05045583278799,125.56577328400641,32.951517358889824,137.35610344006002,34.94553793509824,30.23747325322969,318.2839035505698,3.803886538739281,18.001862295562017
2021-03-11,20.58290794842443,114.1597806299494,126.39832499924377,32.28002633804982,139.0970362066871,34.786476594155616,30.990224333272156,306.9858299483459,3.6776417770429846,18.02862508406159
2021-03-12,20.73278608497543,116.25592614020623,129.51131550979446,33.26241303223261,142.0995393002425,35.1442602000181,31.237799829138325,314.7743392004551,3.6263854059232994,17.9123408118027
2021-03-15,20.58969574294369,117.87404939642263,130.54457027095077,34.59463067752248,145.34496863455564,35.779029401729616,31.949760156251468,331.02403266094376,3.5365224208255013,18.266113809045088
2021-03-16,20.327415138977955,117.7483174688401,128.65024657990992,34.62486339011813,141.16279589994375,36.04524058045898,30.161121036171675,327.677044183244,3.5774446762418353,18.52720780511319
2021-03-17,20.59235302816789,122.2053080649337,129.91585471860563,35.352998669333594,140.07236229387814,36.66680757115603,30.46709733781645,325.20931863886904,3.534507175611079,18.312898026841868
2021-03-18,21.033441033372608,119.70250094906572,126.3050832076772,36.32978499340319,145.20501787703617,36.63240284322226,29.40583824031544,342.2043471537086,3.6267536052509004,18.03641221926881
2021-03-19,21.442028295618965,116.16087407654467,126.74891834102095,35.81936297081568,149.21839971729693,35.574648266180404,29.078854212098452,348.57554887951824,3.5105785046022437,17.30328430260809
2021-03-22,21.099291400673078,114.66096784988211,126.74502084142708,35.5003515438144,143.19209772546765,36.54389217013529,29.568278864973436,354.22041351413736,3.5177886424205145,17.370432065016285
2021-03-23,20.98568759333803,114.6628447995358,126.18697247278871,36.40268138351574,144.8165257308411,36.034916027459595,29.67273792264314,339.7845190956768,3.604267390872713,17.355598499432855
2021-03-24,21.14151196106335,115.32755976582234,125.88242806532531,37.658584286912564,136.3379877196012,35.220890608743915,28.93845043346192,348.1723784041329,3.3456725287884264,17.763868604568696
2021-03-25,21.570915150104494,114.87868911631661,120.06084083028612,38.112657080669415,136.6390284127987,35.09240667020474,28.967047256387815,337.17459215356894,3.595899826930167,17.90564384950008
2021-03-26,21.381447345691043,115.7949545780213,118.50988015775283,37.47250595134046,144.5276108751897,34.31966229571699,27.659299218648243,324.1070957910254,3.5621681784894146,18.397773019868914
2021-03-29,21.319159350891752,113.00502454239455,118.87976401456633,38.991687142778225,140.53333287010352,33.988966282007326,28.63589436056135,320.47712012864525,3.311565473149864,18.155892262737254
2021-03-30,20.864492046246482,116.37422617263658,119.44996007969978,38.60881146990436,137.12825358820157,34.30850838351326,28.482448331163617,314.2074917944648,3.3316137142712456,18.58369967230438
2021-03-31,20.38201876800751,116.29259540952725,116.47662618380089,38.38091309088647,140.38105828016597,34.634732327251406,29.461005519620898,312.0663511502974,3.3372332723760456,18.401982169221352
2021-04-01,20.729542714252503,119.00101935497244,120.25544196070553,38.67440259482455,133.9959598441489,33.88503751246296,29.01920973584284,296.62201985734,3.3293754510346876,18.70288993223589
2021-04-02,21.308411060484666,119.92929565337755,117.74759033459205,39.90746663305371,131.55955808475446,33.498997671037976,28.586612261024857,306.85685531749596,3.446565791812114,18.172192291117142
2021-04-05,21.29476936391007,121.13858819343238,120.6955696392233,40.62099296215389,134.01883170573697,34.425523839792746,27.954116209895236,319.25919160977065,3.538462529193087,18.27218852244027
